EMPLID;CATALOG_NBR;STRM;SESSION_CODE;CLASS_SECTION;STATUS;STRM_ID
11128153;161296;2093;1;C03;Actif;20931
11128158;161296;2093;1;C03;Actif;20931
11128250;161296;2093;1;C03;Actif;20931
11128272;161296;2093;1;C03;Actif;20931
11128298;161296;2093;1;C03;Actif;20931
11128503;161296;2093;1;C03;Actif;20931
11128568;161296;2093;1;C03;Actif;20931
11113971;161296;2093;1;C03;Actif;20931
11128634;161296;2093;1;C03;Actif;20931
11128717;161296;2093;1;C03;Actif;20931
11114665;161296;2093;1;C03;Actif;20931
11115667;161296;2093;1;C03;Actif;20931
11115785;161296;2093;1;C03;Actif;20931
11128807;161296;2093;1;C03;Actif;20931
11128829;161296;2093;1;C03;Actif;20931
11129043;161296;2093;1;C03;Actif;20931
11115939;161296;2093;1;C03;Actif;20931
11116073;161296;2093;1;C03;Actif;20931
11129132;161296;2093;1;C03;Actif;20931
11129134;161296;2093;1;C03;Actif;20931
11129187;161296;2093;1;C03;Actif;20931
11129228;161296;2093;1;C03;Actif;20931
11129247;161296;2093;1;C03;Actif;20931
11129368;161296;2093;1;C03;Actif;20931
11129372;161296;2093;1;C03;Actif;20931
11129465;161296;2093;1;C03;Actif;20931
11129564;161296;2093;1;C03;Actif;20931
11129647;161296;2093;1;C03;Actif;20931
11118460;161296;2093;1;C03;Actif;20931
11124160;161296;2093;1;C03;Actif;20931
11129674;161296;2093;1;C03;Actif;20931
11129820;161296;2093;1;C03;Actif;20931
11126707;161296;2093;1;C03;Actif;20931
11126801;161296;2093;1;C03;Actif;20931
11129838;161296;2093;1;C03;Actif;20931
11129861;161296;2093;1;C03;Actif;20931
11129935;161296;2093;1;C03;Actif;20931
11126971;161296;2093;1;C03;Actif;20931
11127080;161296;2093;1;C03;Actif;20931
11127401;161296;2093;1;C03;Actif;20931
11129972;161296;2093;1;C03;Actif;20931
11130015;161296;2093;1;C03;Actif;20931
11127514;161296;2093;1;C03;Actif;20931
11127532;161296;2093;1;C03;Actif;20931
11127629;161296;2093;1;C03;Actif;20931
11127756;161296;2093;1;C03;Actif;20931
11132067;161296;2093;1;C03;Actif;20931
11128231;161296;2093;1;C03;Actif;20931
11115168;161296;2093;1;C03;Actif;20931
11127338;161296;2093;1;C03;Actif;20931
11127569;161296;2093;1;C03;Actif;20931
11129291;161296;2093;1;C03;Actif;20931
11116724;161296;2093;1;D04;Actif;20931
11121770;161296;2093;1;D04;Actif;20931
11128449;161296;2093;1;D04;Actif;20931
11099552;161296;2093;1;D04;Actif;20931
11124804;161296;2093;1;D04;Actif;20931
11128366;161296;2093;1;D04;Actif;20931
11129199;161296;2093;1;D04;Actif;20931
11128365;161296;2093;1;D04;Actif;20931
11117430;161296;2093;1;D04;Actif;20931
11115801;161296;2093;1;D04;Actif;20931
11118192;161296;2093;1;D04;Actif;20931
11128341;161296;2093;1;D04;Actif;20931
11115079;161296;2093;1;D04;Actif;20931
11127995;161296;2093;1;D04;Actif;20931
11130040;161296;2093;1;D04;Actif;20931
11117671;161296;2093;1;D04;Actif;20931
11119855;161296;2093;1;D04;Actif;20931
11129171;161296;2093;1;D04;Actif;20931
11129295;161296;2093;1;D04;Actif;20931
11129915;161296;2093;1;D04;Actif;20931
11124452;161296;2093;1;D04;Actif;20931
11129398;161296;2093;1;D04;Actif;20931
11129443;161296;2093;1;D04;Actif;20931
11125438;161296;2093;1;D04;Actif;20931
11126873;161296;2093;1;D04;Actif;20931
11129595;161296;2093;1;D04;Actif;20931
11129663;161296;2093;1;D04;Actif;20931
11127210;161296;2093;1;D04;Actif;20931
11127264;161296;2093;1;D04;Actif;20931
11129750;161296;2093;1;D04;Actif;20931
11129902;161296;2093;1;D04;Actif;20931
11129979;161296;2093;1;D04;Actif;20931
11127318;161296;2093;1;D04;Actif;20931
11127339;161296;2093;1;D04;Actif;20931
11127404;161296;2093;1;D04;Actif;20931
11127727;161296;2093;1;D04;Actif;20931
11127739;161296;2093;1;D04;Actif;20931
11127848;161296;2093;1;D04;Actif;20931
11127925;161296;2093;1;D04;Actif;20931
11127972;161296;2093;1;D04;Actif;20931
11128006;161296;2093;1;D04;Actif;20931
11128131;161296;2093;1;D04;Actif;20931
11128132;161296;2093;1;D04;Actif;20931
11128164;161296;2093;1;D04;Actif;20931
11128367;161296;2093;1;D04;Actif;20931
11128408;161296;2093;1;D04;Actif;20931
11128502;161296;2093;1;D04;Actif;20931
11128646;161296;2093;1;D04;Actif;20931
11128671;161296;2093;1;D04;Actif;20931
11128707;161296;2093;1;D04;Actif;20931
11128766;161296;2093;1;D04;Actif;20931
11128772;161296;2093;1;D04;Actif;20931
11115144;161296;2093;1;D04;Actif;20931
11128839;161296;2093;1;D04;Actif;20931
11128914;161296;2093;1;D04;Actif;20931
11116052;161296;2093;1;D04;Actif;20931
11129021;161296;2093;1;D04;Actif;20931
11129125;161296;2093;1;D04;Actif;20931
11129140;161296;2093;1;D04;Actif;20931
11123218;161296;2093;1;E05;Actif;20931
11117338;161296;2093;1;E05;Actif;20931
11124456;161296;2093;1;E05;Actif;20931
11118013;161296;2093;1;E05;Actif;20931
11124996;161296;2093;1;E05;Actif;20931
11117807;161296;2093;1;E05;Actif;20931
11117814;161296;2093;1;E05;Actif;20931
11128670;161296;2093;1;E05;Actif;20931
11129357;161296;2093;1;E05;Actif;20931
11117021;161296;2093;1;E05;Actif;20931
11127688;161296;2093;1;E05;Actif;20931
11128280;161296;2093;1;E05;Actif;20931
11128400;161296;2093;1;E05;Actif;20931
11128456;161296;2093;1;E05;Actif;20931
11129025;161296;2093;1;E05;Actif;20931
11129024;161296;2093;1;E05;Actif;20931
11129029;161296;2093;1;E05;Actif;20931
11129128;161296;2093;1;E05;Actif;20931
11129136;161296;2093;1;E05;Actif;20931
11129196;161296;2093;1;E05;Actif;20931
11129214;161296;2093;1;E05;Actif;20931
11129215;161296;2093;1;E05;Actif;20931
11129225;161296;2093;1;E05;Actif;20931
11129242;161296;2093;1;E05;Actif;20931
11103080;161296;2093;1;E05;Actif;20931
11115266;161296;2093;1;E05;Actif;20931
11129312;161296;2093;1;E05;Actif;20931
11129370;161296;2093;1;E05;Actif;20931
11129404;161296;2093;1;E05;Actif;20931
11115970;161296;2093;1;E05;Actif;20931
11116086;161296;2093;1;E05;Actif;20931
11129457;161296;2093;1;E05;Actif;20931
11129477;161296;2093;1;E05;Actif;20931
11129500;161296;2093;1;E05;Actif;20931
11116111;161296;2093;1;E05;Actif;20931
11116286;161296;2093;1;E05;Actif;20931
11116584;161296;2093;1;E05;Actif;20931
11129563;161296;2093;1;E05;Actif;20931
11129671;161296;2093;1;E05;Actif;20931
11117456;161296;2093;1;E05;Actif;20931
11129722;161296;2093;1;E05;Actif;20931
11129811;161296;2093;1;E05;Actif;20931
11117501;161296;2093;1;E05;Actif;20931
11127269;161296;2093;1;E05;Actif;20931
11129839;161296;2093;1;E05;Actif;20931
11129840;161296;2093;1;E05;Actif;20931
11129854;161296;2093;1;E05;Actif;20931
11127989;161296;2093;1;E05;Actif;20931
11128167;161296;2093;1;E05;Actif;20931
11130010;161296;2093;1;E05;Actif;20931
11128192;161296;2093;1;E05;Actif;20931
11128194;161296;2093;1;E05;Actif;20931
11128255;161296;2093;1;E05;Actif;20931
11128294;161296;2093;1;E05;Actif;20931
11128358;161296;2093;1;E05;Actif;20931
11128474;161296;2093;1;E05;Actif;20931
11128694;161296;2093;1;E05;Actif;20931
11128695;161296;2093;1;E05;Actif;20931
11128701;161296;2093;1;E05;Actif;20931
11128786;161296;2093;1;E05;Actif;20931
11128787;161296;2093;1;E05;Actif;20931
11128809;161296;2093;1;E05;Actif;20931
11128932;161296;2093;1;E05;Actif;20931
11118471;161296;2093;1;F06;Actif;20931
11116348;161296;2093;1;F06;Actif;20931
11116379;161296;2093;1;F06;Actif;20931
11128642;161296;2093;1;F06;Actif;20931
11100223;161296;2093;1;F06;Actif;20931
11129040;161296;2093;1;F06;Actif;20931
11129127;161296;2093;1;F06;Actif;20931
11129179;161296;2093;1;F06;Actif;20931
11129198;161296;2093;1;F06;Actif;20931
11129219;161296;2093;1;F06;Actif;20931
11129220;161296;2093;1;F06;Actif;20931
11129243;161296;2093;1;F06;Actif;20931
11129249;161296;2093;1;F06;Actif;20931
11105065;161296;2093;1;F06;Actif;20931
11115125;161296;2093;1;F06;Actif;20931
11129277;161296;2093;1;F06;Actif;20931
11129288;161296;2093;1;F06;Actif;20931
11129294;161296;2093;1;F06;Actif;20931
11115162;161296;2093;1;F06;Actif;20931
11115215;161296;2093;1;F06;Actif;20931
11129422;161296;2093;1;F06;Actif;20931
11129548;161296;2093;1;F06;Actif;20931
11129644;161296;2093;1;F06;Actif;20931
11118032;161296;2093;1;F06;Actif;20931
11123608;161296;2093;1;F06;Actif;20931
11129668;161296;2093;1;F06;Actif;20931
11129801;161296;2093;1;F06;Actif;20931
11126966;161296;2093;1;F06;Actif;20931
11127072;161296;2093;1;F06;Actif;20931
11129866;161296;2093;1;F06;Actif;20931
11129920;161296;2093;1;F06;Actif;20931
11127316;161296;2093;1;F06;Actif;20931
11127410;161296;2093;1;F06;Actif;20931
11127527;161296;2093;1;F06;Actif;20931
11127969;161296;2093;1;F06;Actif;20931
11128070;161296;2093;1;F06;Actif;20931
11128129;161296;2093;1;F06;Actif;20931
11128203;161296;2093;1;F06;Actif;20931
11128214;161296;2093;1;F06;Actif;20931
11128218;161296;2093;1;F06;Actif;20931
11128228;161296;2093;1;F06;Actif;20931
11128241;161296;2093;1;F06;Actif;20931
11128299;161296;2093;1;F06;Actif;20931
11128377;161296;2093;1;F06;Actif;20931
11128461;161296;2093;1;F06;Actif;20931
11128682;161296;2093;1;F06;Actif;20931
11128739;161296;2093;1;F06;Actif;20931
11128745;161296;2093;1;F06;Actif;20931
11128849;161296;2093;1;F06;Actif;20931
11128923;161296;2093;1;F06;Actif;20931
11128925;161296;2093;1;F06;Actif;20931
11128928;161296;2093;1;F06;Actif;20931
11128972;161296;2093;1;F06;Actif;20931
11129007;161296;2093;1;F06;Actif;20931
11129026;161296;2093;1;F06;Actif;20931
11118359;161296;2093;1;F06;Actif;20931
11124180;161296;2093;1;G07;Actif;20931
11124990;161296;2093;1;G07;Actif;20931
11126580;161296;2093;1;G07;Actif;20931
11127648;161296;2093;1;G07;Actif;20931
11128992;161296;2093;1;G07;Actif;20931
11116759;161296;2093;1;G07;Actif;20931
11126578;161296;2093;1;G07;Actif;20931
11126856;161296;2093;1;G07;Actif;20931
11129267;161296;2093;1;G07;Actif;20931
11128672;161296;2093;1;G07;Actif;20931
11128763;161296;2093;1;G07;Actif;20931
11128784;161296;2093;1;G07;Actif;20931
11128788;161296;2093;1;G07;Actif;20931
11128904;161296;2093;1;G07;Actif;20931
11129004;161296;2093;1;G07;Actif;20931
11129016;161296;2093;1;G07;Actif;20931
11129144;161296;2093;1;G07;Actif;20931
11129148;161296;2093;1;G07;Actif;20931
11129174;161296;2093;1;G07;Actif;20931
11129183;161296;2093;1;G07;Actif;20931
11129240;161296;2093;1;G07;Actif;20931
11129382;161296;2093;1;G07;Actif;20931
11129442;161296;2093;1;G07;Actif;20931
11129463;161296;2093;1;G07;Actif;20931
11129476;161296;2093;1;G07;Actif;20931
11129535;161296;2093;1;G07;Actif;20931
11115185;161296;2093;1;G07;Actif;20931
11129690;161296;2093;1;G07;Actif;20931
11129700;161296;2093;1;G07;Actif;20931
11129760;161296;2093;1;G07;Actif;20931
11116247;161296;2093;1;G07;Actif;20931
11129799;161296;2093;1;G07;Actif;20931
11129835;161296;2093;1;G07;Actif;20931
11116334;161296;2093;1;G07;Actif;20931
11116531;161296;2093;1;G07;Actif;20931
11129873;161296;2093;1;G07;Actif;20931
11129928;161296;2093;1;G07;Actif;20931
11130261;161296;2093;1;G07;Actif;20931
11126944;161296;2093;1;G07;Actif;20931
11126958;161296;2093;1;G07;Actif;20931
11127417;161296;2093;1;G07;Actif;20931
11127471;161296;2093;1;G07;Actif;20931
11127601;161296;2093;1;G07;Actif;20931
11127612;161296;2093;1;G07;Actif;20931
11127759;161296;2093;1;G07;Actif;20931
11127771;161296;2093;1;G07;Actif;20931
11127830;161296;2093;1;G07;Actif;20931
11127932;161296;2093;1;G07;Actif;20931
11128130;161296;2093;1;G07;Actif;20931
11128189;161296;2093;1;G07;Actif;20931
11128190;161296;2093;1;G07;Actif;20931
11128229;161296;2093;1;G07;Actif;20931
11123025;161296;2093;1;G07;Actif;20931
11124185;161296;2093;1;H08;Actif;20931
11112991;161296;2093;1;H08;Actif;20931
11125028;161296;2093;1;H08;Actif;20931
11127992;161296;2093;1;H08;Actif;20931
11128444;161296;2093;1;H08;Actif;20931
11129142;161296;2093;1;H08;Actif;20931
11116879;161296;2093;1;H08;Actif;20931
11115622;161296;2093;1;H08;Actif;20931
11127225;161296;2093;1;H08;Actif;20931
11128060;161296;2093;1;H08;Actif;20931
11129340;161296;2093;1;H08;Actif;20931
11128182;161296;2093;1;H08;Actif;20931
11128204;161296;2093;1;H08;Actif;20931
11128245;161296;2093;1;H08;Actif;20931
11128262;161296;2093;1;H08;Actif;20931
11128632;161296;2093;1;H08;Actif;20931
11128647;161296;2093;1;H08;Actif;20931
11128676;161296;2093;1;H08;Actif;20931
11128699;161296;2093;1;H08;Actif;20931
11128719;161296;2093;1;H08;Actif;20931
11128762;161296;2093;1;H08;Actif;20931
11128835;161296;2093;1;H08;Actif;20931
11129023;161296;2093;1;H08;Actif;20931
11129121;161296;2093;1;H08;Actif;20931
11129146;161296;2093;1;H08;Actif;20931
11129197;161296;2093;1;H08;Actif;20931
11129262;161296;2093;1;H08;Actif;20931
11129273;161296;2093;1;H08;Actif;20931
11129290;161296;2093;1;H08;Actif;20931
11100540;161296;2093;1;H08;Actif;20931
11129318;161296;2093;1;H08;Actif;20931
11129373;161296;2093;1;H08;Actif;20931
11114717;161296;2093;1;H08;Actif;20931
11129439;161296;2093;1;H08;Actif;20931
11129472;161296;2093;1;H08;Actif;20931
11129484;161296;2093;1;H08;Actif;20931
11115364;161296;2093;1;H08;Actif;20931
11129492;161296;2093;1;H08;Actif;20931
11129697;161296;2093;1;H08;Actif;20931
11129740;161296;2093;1;H08;Actif;20931
11124468;161296;2093;1;H08;Actif;20931
11124474;161296;2093;1;H08;Actif;20931
11129769;161296;2093;1;H08;Actif;20931
11129774;161296;2093;1;H08;Actif;20931
11129780;161296;2093;1;H08;Actif;20931
11124896;161296;2093;1;H08;Actif;20931
11129785;161296;2093;1;H08;Actif;20931
11129830;161296;2093;1;H08;Actif;20931
11127146;161296;2093;1;H08;Actif;20931
11127526;161296;2093;1;H08;Actif;20931
11127637;161296;2093;1;H08;Actif;20931
11129863;161296;2093;1;H08;Actif;20931
11127725;161296;2093;1;H08;Actif;20931
11127827;161296;2093;1;H08;Actif;20931
11114772;161296;2093;1;H08;Actif;20931
11117265;161296;2093;1;I09;Actif;20931
11128587;161296;2093;1;I09;Actif;20931
11127977;161296;2093;1;I09;Actif;20931
11128226;161296;2093;1;I09;Actif;20931
11126295;161296;2093;1;I09;Actif;20931
11128575;161296;2093;1;I09;Actif;20931
11127618;161296;2093;1;I09;Actif;20931
11116114;161296;2093;1;I09;Actif;20931
11129258;161296;2093;1;I09;Actif;20931
11103381;161296;2093;1;I09;Actif;20931
11116115;161296;2093;1;I09;Actif;20931
11116116;161296;2093;1;I09;Actif;20931
11129597;161296;2093;1;I09;Actif;20931
11129645;161296;2093;1;I09;Actif;20931
11129656;161296;2093;1;I09;Actif;20931
11116135;161296;2093;1;I09;Actif;20931
11116335;161296;2093;1;I09;Actif;20931
11116412;161296;2093;1;I09;Actif;20931
11129658;161296;2093;1;I09;Actif;20931
11118141;161296;2093;1;I09;Actif;20931
11118142;161296;2093;1;I09;Actif;20931
11129765;161296;2093;1;I09;Actif;20931
11125579;161296;2093;1;I09;Actif;20931
11126713;161296;2093;1;I09;Actif;20931
11126969;161296;2093;1;I09;Actif;20931
11127028;161296;2093;1;I09;Actif;20931
11127064;161296;2093;1;I09;Actif;20931
11127414;161296;2093;1;I09;Actif;20931
11127530;161296;2093;1;I09;Actif;20931
11127635;161296;2093;1;I09;Actif;20931
11128002;161296;2093;1;I09;Actif;20931
11128009;161296;2093;1;I09;Actif;20931
11128025;161296;2093;1;I09;Actif;20931
11128076;161296;2093;1;I09;Actif;20931
11128140;161296;2093;1;I09;Actif;20931
11128273;161296;2093;1;I09;Actif;20931
11128300;161296;2093;1;I09;Actif;20931
11128359;161296;2093;1;I09;Actif;20931
11128629;161296;2093;1;I09;Actif;20931
11128715;161296;2093;1;I09;Actif;20931
11128726;161296;2093;1;I09;Actif;20931
11129983;161296;2093;1;I09;Actif;20931
11128735;161296;2093;1;I09;Actif;20931
11129041;161296;2093;1;I09;Actif;20931
11130084;161296;2093;1;I09;Actif;20931
11129204;161296;2093;1;I09;Actif;20931
11129303;161296;2093;1;I09;Actif;20931
11129436;161296;2093;1;I09;Actif;20931
11129481;161296;2093;1;I09;Actif;20931
11112563;161296;2093;1;I09;Actif;20931
11115742;161296;2093;1;I09;Actif;20931
11115830;161296;2093;1;I09;Actif;20931
11129533;161296;2093;1;I09;Actif;20931
11103004;161296;2093;1;J10;Actif;20931
11116231;161296;2093;1;J10;Actif;20931
11116681;161296;2093;1;J10;Actif;20931
11127186;161296;2093;1;J10;Actif;20931
11127987;161296;2093;1;J10;Actif;20931
11127055;161296;2093;1;J10;Actif;20931
11118410;161296;2093;1;J10;Actif;20931
11117856;161296;2093;1;J10;Actif;20931
11118244;161296;2093;1;J10;Actif;20931
11129895;161296;2093;1;J10;Actif;20931
11129942;161296;2093;1;J10;Actif;20931
11129982;161296;2093;1;J10;Actif;20931
11126945;161296;2093;1;J10;Actif;20931
11127389;161296;2093;1;J10;Actif;20931
11127590;161296;2093;1;J10;Actif;20931
11127599;161296;2093;1;J10;Actif;20931
11127724;161296;2093;1;J10;Actif;20931
11127903;161296;2093;1;J10;Actif;20931
11128080;161296;2093;1;J10;Actif;20931
11128084;161296;2093;1;J10;Actif;20931
11128161;161296;2093;1;J10;Actif;20931
11128180;161296;2093;1;J10;Actif;20931
11128251;161296;2093;1;J10;Actif;20931
11128304;161296;2093;1;J10;Actif;20931
11128404;161296;2093;1;J10;Actif;20931
11128460;161296;2093;1;J10;Actif;20931
11128721;161296;2093;1;J10;Actif;20931
11128837;161296;2093;1;J10;Actif;20931
11128920;161296;2093;1;J10;Actif;20931
11128930;161296;2093;1;J10;Actif;20931
11128984;161296;2093;1;J10;Actif;20931
11129005;161296;2093;1;J10;Actif;20931
11129011;161296;2093;1;J10;Actif;20931
11129034;161296;2093;1;J10;Actif;20931
11129035;161296;2093;1;J10;Actif;20931
11129186;161296;2093;1;J10;Actif;20931
11130522;161296;2093;1;J10;Actif;20931
11129211;161296;2093;1;J10;Actif;20931
11129454;161296;2093;1;J10;Actif;20931
11129470;161296;2093;1;J10;Actif;20931
11129478;161296;2093;1;J10;Actif;20931
11129681;161296;2093;1;J10;Actif;20931
11129577;161296;2093;1;J10;Actif;20931
11129607;161296;2093;1;J10;Actif;20931
11129657;161296;2093;1;J10;Actif;20931
11104803;161296;2093;1;J10;Actif;20931
11114786;161296;2093;1;J10;Actif;20931
11115722;161296;2093;1;J10;Actif;20931
11129692;161296;2093;1;J10;Actif;20931
11129701;161296;2093;1;J10;Actif;20931
11129790;161296;2093;1;J10;Actif;20931
11116065;161296;2093;1;J10;Actif;20931
11117093;161296;2093;1;J10;Actif;20931
11129868;161296;2093;1;J10;Actif;20931
11129889;161296;2093;1;J10;Actif;20931
11114711;161296;2093;1;J10;Actif;20931
11118059;161296;2093;1;K11;Actif;20931
11117318;161296;2093;1;K11;Actif;20931
11129527;161296;2093;1;K11;Actif;20931
11127749;161296;2093;1;K11;Actif;20931
11127847;161296;2093;1;K11;Actif;20931
11127910;161296;2093;1;K11;Actif;20931
11128054;161296;2093;1;K11;Actif;20931
11128055;161296;2093;1;K11;Actif;20931
11128137;161296;2093;1;K11;Actif;20931
11128144;161296;2093;1;K11;Actif;20931
11128275;161296;2093;1;K11;Actif;20931
11128362;161296;2093;1;K11;Actif;20931
11128464;161296;2093;1;K11;Actif;20931
11128466;161296;2093;1;K11;Actif;20931
11128574;161296;2093;1;K11;Actif;20931
11128681;161296;2093;1;K11;Actif;20931
11128743;161296;2093;1;K11;Actif;20931
11128751;161296;2093;1;K11;Actif;20931
11128978;161296;2093;1;K11;Actif;20931
11129013;161296;2093;1;K11;Actif;20931
11117574;161296;2093;1;K11;Actif;20931
11129049;161296;2093;1;K11;Actif;20931
11129184;161296;2093;1;K11;Actif;20931
11129208;161296;2093;1;K11;Actif;20931
11129281;161296;2093;1;K11;Actif;20931
11129286;161296;2093;1;K11;Actif;20931
11129486;161296;2093;1;K11;Actif;20931
11115252;161296;2093;1;K11;Actif;20931
11129554;161296;2093;1;K11;Actif;20931
11129600;161296;2093;1;K11;Actif;20931
11129696;161296;2093;1;K11;Actif;20931
11115795;161296;2093;1;K11;Actif;20931
11116047;161296;2093;1;K11;Actif;20931
11116050;161296;2093;1;K11;Actif;20931
11129922;161296;2093;1;K11;Actif;20931
11129965;161296;2093;1;K11;Actif;20931
11116492;161296;2093;1;K11;Actif;20931
11116852;161296;2093;1;K11;Actif;20931
11117059;161296;2093;1;K11;Actif;20931
11117358;161296;2093;1;K11;Actif;20931
11102409;161296;2093;1;K11;Actif;20931
11116494;161296;2093;1;K11;Actif;20931
11118082;161296;2093;1;K11;Actif;20931
11118120;161296;2093;1;K11;Actif;20931
11127621;161296;2093;1;K11;Actif;20931
11126073;161296;2093;1;K11;Actif;20931
11126589;161296;2093;1;K11;Actif;20931
11126627;161296;2093;1;K11;Actif;20931
11126869;161296;2093;1;K11;Actif;20931
11127189;161296;2093;1;K11;Actif;20931
11127261;161296;2093;1;K11;Actif;20931
11127408;161296;2093;1;K11;Actif;20931
11127505;161296;2093;1;K11;Actif;20931
11127533;161296;2093;1;K11;Actif;20931
11127576;161296;2093;1;K11;Actif;20931
11127679;161296;2093;1;K11;Actif;20931
11129284;161296;2093;1;K11;Actif;20931
11121722;161296;2093;1;K11;Actif;20931
11117526;161296;2093;1;M13;Actif;20931
11088702;161296;2093;1;M13;Actif;20931
11128187;161296;2093;1;M13;Actif;20931
11102161;161296;2093;1;M13;Actif;20931
11126579;161296;2093;1;M13;Actif;20931
11127862;161296;2093;1;M13;Actif;20931
11082931;161296;2093;1;M13;Actif;20931
11129307;161296;2093;1;M13;Actif;20931
11129314;161296;2093;1;M13;Actif;20931
11129447;161296;2093;1;M13;Actif;20931
11127691;161296;2093;1;M13;Actif;20931
11127859;161296;2093;1;M13;Actif;20931
11127911;161296;2093;1;M13;Actif;20931
11129521;161296;2093;1;M13;Actif;20931
11129539;161296;2093;1;M13;Actif;20931
11129545;161296;2093;1;M13;Actif;20931
11127913;161296;2093;1;M13;Actif;20931
11127975;161296;2093;1;M13;Actif;20931
11129702;161296;2093;1;M13;Actif;20931
11129718;161296;2093;1;M13;Actif;20931
11129939;161296;2093;1;M13;Actif;20931
11129952;161296;2093;1;M13;Actif;20931
11115495;161296;2093;1;M13;Actif;20931
11128052;161296;2093;1;M13;Actif;20931
11128083;161296;2093;1;M13;Actif;20931
11128236;161296;2093;1;M13;Actif;20931
11128244;161296;2093;1;M13;Actif;20931
11128247;161296;2093;1;M13;Actif;20931
11128261;161296;2093;1;M13;Actif;20931
11128296;161296;2093;1;M13;Actif;20931
11128659;161296;2093;1;M13;Actif;20931
11128309;161296;2093;1;M13;Actif;20931
11128369;161296;2093;1;M13;Actif;20931
11128370;161296;2093;1;M13;Actif;20931
11128684;161296;2093;1;M13;Actif;20931
11128734;161296;2093;1;M13;Actif;20931
11112126;161296;2093;1;M13;Actif;20931
11115081;161296;2093;1;M13;Actif;20931
11128742;161296;2093;1;M13;Actif;20931
11128746;161296;2093;1;M13;Actif;20931
11100542;161296;2093;1;M13;Actif;20931
11116497;161296;2093;1;M13;Actif;20931
11117227;161296;2093;1;M13;Actif;20931
11128836;161296;2093;1;M13;Actif;20931
11128918;161296;2093;1;M13;Actif;20931
11128982;161296;2093;1;M13;Actif;20931
11127249;161296;2093;1;M13;Actif;20931
11129177;161296;2093;1;M13;Actif;20931
11129195;161296;2093;1;M13;Actif;20931
11129205;161296;2093;1;M13;Actif;20931
11127402;161296;2093;1;M13;Actif;20931
11127609;161296;2093;1;M13;Actif;20931
11129296;161296;2093;1;M13;Actif;20931
11126588;161296;2093;1;M13;Actif;20931
11116884;161296;2093;1;N14;Actif;20931
11127676;161296;2093;1;N14;Actif;20931
11128796;161296;2093;1;N14;Actif;20931
11129348;161296;2093;1;N14;Actif;20931
11129058;161296;2093;1;N14;Actif;20931
11129742;161296;2093;1;N14;Actif;20931
11128691;161296;2093;1;N14;Actif;20931
11128714;161296;2093;1;N14;Actif;20931
11128725;161296;2093;1;N14;Actif;20931
11128834;161296;2093;1;N14;Actif;20931
11128841;161296;2093;1;N14;Actif;20931
11128842;161296;2093;1;N14;Actif;20931
11128905;161296;2093;1;N14;Actif;20931
11128976;161296;2093;1;N14;Actif;20931
11128981;161296;2093;1;N14;Actif;20931
11129051;161296;2093;1;N14;Actif;20931
11129059;161296;2093;1;N14;Actif;20931
11129123;161296;2093;1;N14;Actif;20931
11129172;161296;2093;1;N14;Actif;20931
11129191;161296;2093;1;N14;Actif;20931
11129280;161296;2093;1;N14;Actif;20931
11129393;161296;2093;1;N14;Actif;20931
11129488;161296;2093;1;N14;Actif;20931
11129537;161296;2093;1;N14;Actif;20931
11129579;161296;2093;1;N14;Actif;20931
11129675;161296;2093;1;N14;Actif;20931
11129689;161296;2093;1;N14;Actif;20931
11129762;161296;2093;1;N14;Actif;20931
11129781;161296;2093;1;N14;Actif;20931
11129859;161296;2093;1;N14;Actif;20931
11129860;161296;2093;1;N14;Actif;20931
11129949;161296;2093;1;N14;Actif;20931
11129985;161296;2093;1;N14;Actif;20931
11130007;161296;2093;1;N14;Actif;20931
11130519;161296;2093;1;N14;Actif;20931
11114775;161296;2093;1;N14;Actif;20931
11115917;161296;2093;1;N14;Actif;20931
11116377;161296;2093;1;N14;Actif;20931
11116578;161296;2093;1;N14;Actif;20931
11117008;161296;2093;1;N14;Actif;20931
11117029;161296;2093;1;N14;Actif;20931
11126639;161296;2093;1;N14;Actif;20931
11126960;161296;2093;1;N14;Actif;20931
11127262;161296;2093;1;N14;Actif;20931
11127327;161296;2093;1;N14;Actif;20931
11127343;161296;2093;1;N14;Actif;20931
11127406;161296;2093;1;N14;Actif;20931
11128122;161296;2093;1;N14;Actif;20931
11127597;161296;2093;1;N14;Actif;20931
11127846;161296;2093;1;N14;Actif;20931
11127912;161296;2093;1;N14;Actif;20931
11128021;161296;2093;1;N14;Actif;20931
11128128;161296;2093;1;N14;Actif;20931
11128260;161296;2093;1;N14;Actif;20931
11128405;161296;2093;1;N14;Actif;20931
11128496;161296;2093;1;N14;Actif;20931
11127780;5326702;2101;P5;A01;Actif;2101P5
11127093;5326702;2101;P5;A01;Actif;2101P5
11125949;5326702;2101;P5;A01;Actif;2101P5
11130180;5326702;2101;P5;A01;Actif;2101P5
11130366;5326702;2101;P5;A01;Actif;2101P5
11130597;5326702;2101;P5;A01;Actif;2101P5
11121434;5326702;2101;P5;A01;Actif;2101P5
11130545;5326702;2101;P5;A01;Actif;2101P5
11127290;5326702;2101;P5;A01;Actif;2101P5
11130418;5326702;2101;P5;A01;Actif;2101P5
11130617;5326702;2101;P5;A01;Actif;2101P5
11132792;5326702;2101;P5;A01;Actif;2101P5
11130219;5326702;2101;P5;A01;Actif;2101P5
11126111;5326702;2101;P5;A01;Actif;2101P5
11130501;5326702;2101;P5;A01;Actif;2101P5
11130370;5326702;2101;P5;A01;Actif;2101P5
