EMPLID;NOM;PRENOM;STATUS;EMAIL
11081250;user4766;user4766;Actif;user4766.user4766@hec.ca
11081251;user4767;user4767;Actif;user4767.user4767@hec.ca
11081252;user4768;user4768;Actif;user4768.user4768@hec.ca
11081254;user4769;user4769;Actif;user4769.user4769@hec.ca
11081276;user4770;user4770;Actif;user4770.user4770@hec.ca
11081310;user4771;user4771;Actif;user4771.user4771@hec.ca
11081325;user4772;user4772;Actif;user4772.user4772@hec.ca
11081345;user4773;user4773;Actif;user4773.user4773@hec.ca
11081384;user4774;user4774;Actif;user4774.user4774@hec.ca
11081388;user4775;user4775;Actif;user4775.user4775@hec.ca
11081391;user4776;user4776;Actif;user4776.user4776@hec.ca
11081442;user4777;user4777;Actif;user4777.user4777@hec.ca
11081462;user4778;user4778;Actif;user4778.user4778@hec.ca
11081468;user4779;user4779;Actif;user4779.user4779@hec.ca
11081471;user4780;user4780;Actif;user4780.user4780@hec.ca
11081473;user4781;user4781;Actif;user4781.user4781@hec.ca
11081481;user4782;user4782;Actif;user4782.user4782@hec.ca
11081506;user4783;user4783;Actif;user4783.user4783@hec.ca
11081515;user4784;user4784;Actif;user4784.user4784@hec.ca
11081520;user4785;user4785;Actif;user4785.user4785@hec.ca
11081521;user4786;user4786;Actif;user4786.user4786@hec.ca
11081526;user4787;user4787;Actif;user4787.user4787@hec.ca
11081536;user4788;user4788;Actif;user4788.user4788@hec.ca
11081537;user4789;user4789;Actif;user4789.user4789@hec.ca
11081560;user4790;user4790;Actif;user4790.user4790@hec.ca
11081567;user4791;user4791;Actif;user4791.user4791@hec.ca
11081574;user4792;user4792;Actif;user4792.user4792@hec.ca
11081581;user4793;user4793;Actif;user4793.user4793@hec.ca
11081589;user4794;user4794;Actif;user4794.user4794@hec.ca
11081597;user4795;user4795;Actif;user4795.user4795@hec.ca
11081619;user4796;user4796;Actif;user4796.user4796@hec.ca
11081627;user4797;user4797;Actif;user4797.user4797@hec.ca
11081641;user4798;user4798;Actif;user4798.user4798@hec.ca
11081648;user4799;user4799;Actif;user4799.user4799@hec.ca
11081653;user4800;user4800;Actif;user4800.user4800@hec.ca
11081660;user4801;user4801;Actif;user4801.user4801@hec.ca
11081661;user4802;user4802;Actif;user4802.user4802@hec.ca
11081705;user4803;user4803;Actif;user4803.user4803@hec.ca
11081706;user4804;user4804;Actif;user4804.user4804@hec.ca
11081714;user4805;user4805;Actif;user4805.user4805@hec.ca
11081722;user4806;user4806;Actif;user4806.user4806@hec.ca
11081726;user4807;user4807;Actif;user4807.user4807@hec.ca
11081727;user4808;user4808;Actif;user4808.user4808@hec.ca
11081736;user4809;user4809;Actif;user4809.user4809@hec.ca
11081738;user4810;user4810;Actif;user4810.user4810@hec.ca
11081739;user4811;user4811;Actif;user4811.user4811@hec.ca
11081742;user4812;user4812;Actif;user4812.user4812@hec.ca
11081786;user4813;user4813;Actif;user4813.user4813@hec.ca
11081789;user4814;user4814;Actif;user4814.user4814@hec.ca
11081792;user4815;user4815;Actif;user4815.user4815@hec.ca
11081803;user4816;user4816;Actif;user4816.user4816@hec.ca
11081813;user4817;user4817;Actif;user4817.user4817@hec.ca
11081816;user4818;user4818;Actif;user4818.user4818@hec.ca
11081833;user4819;user4819;Actif;user4819.user4819@hec.ca
11081855;user4820;user4820;Actif;user4820.user4820@hec.ca
11081857;user4821;user4821;Actif;user4821.user4821@hec.ca
11081884;user4822;user4822;Actif;user4822.user4822@hec.ca
11081924;user4823;user4823;Actif;user4823.user4823@hec.ca
11081929;user4824;user4824;Actif;user4824.user4824@hec.ca
11081937;user4825;user4825;Actif;user4825.user4825@hec.ca
11081948;user4826;user4826;Actif;user4826.user4826@hec.ca
11081953;user4827;user4827;Actif;user4827.user4827@hec.ca
11081954;user4828;user4828;Actif;user4828.user4828@hec.ca
11081966;user4829;user4829;Actif;user4829.user4829@hec.ca
11081968;user4830;user4830;Actif;user4830.user4830@hec.ca
11081987;user4831;user4831;Actif;user4831.user4831@hec.ca
11081997;user4832;user4832;Actif;user4832.user4832@hec.ca
11082001;user4833;user4833;Actif;user4833.user4833@hec.ca
11082007;user4834;user4834;Actif;user4834.user4834@hec.ca
11082049;user4835;user4835;Actif;user4835.user4835@hec.ca
11082088;user4836;user4836;Actif;user4836.user4836@hec.ca
11082106;user4837;user4837;Actif;user4837.user4837@hec.ca
11082108;user4838;user4838;Actif;user4838.user4838@hec.ca
11082111;user4839;user4839;Actif;user4839.user4839@hec.ca
11082122;user4840;user4840;Actif;user4840.user4840@hec.ca
11082128;user4841;user4841;Actif;user4841.user4841@hec.ca
11082148;user4842;user4842;Actif;user4842.user4842@hec.ca
11082149;user4843;user4843;Actif;user4843.user4843@hec.ca
11082168;user4844;user4844;Actif;user4844.user4844@hec.ca
11082193;user4845;user4845;Actif;user4845.user4845@hec.ca
11082195;user4846;user4846;Actif;user4846.user4846@hec.ca
11082215;user4847;user4847;Actif;user4847.user4847@hec.ca
11082238;user4848;user4848;Actif;user4848.user4848@hec.ca
11082259;user4849;user4849;Actif;user4849.user4849@hec.ca
11082271;user4850;user4850;Actif;user4850.user4850@hec.ca
11082274;user4851;user4851;Actif;user4851.user4851@hec.ca
11082276;user4852;user4852;Actif;user4852.user4852@hec.ca
11082277;user4853;user4853;Actif;user4853.user4853@hec.ca
11082279;user4854;user4854;Actif;user4854.user4854@hec.ca
11082283;user4855;user4855;Actif;user4855.user4855@hec.ca
11082292;user4856;user4856;Actif;user4856.user4856@hec.ca
11082299;user4857;user4857;Actif;user4857.user4857@hec.ca
11082301;user4858;user4858;Actif;user4858.user4858@hec.ca
11082321;user4859;user4859;Actif;user4859.user4859@hec.ca
11082344;user4860;user4860;Actif;user4860.user4860@hec.ca
11082350;user4861;user4861;Actif;user4861.user4861@hec.ca
11082352;user4862;user4862;Actif;user4862.user4862@hec.ca
11082371;user4863;user4863;Actif;user4863.user4863@hec.ca
11082378;user4864;user4864;Actif;user4864.user4864@hec.ca
11082407;user4865;user4865;Actif;user4865.user4865@hec.ca
11082416;user4866;user4866;Actif;user4866.user4866@hec.ca
11082418;user4867;user4867;Actif;user4867.user4867@hec.ca
11082419;user4868;user4868;Actif;user4868.user4868@hec.ca
11082425;user4869;user4869;Actif;user4869.user4869@hec.ca
11082426;user4870;user4870;Actif;user4870.user4870@hec.ca
11082427;user4871;user4871;Actif;user4871.user4871@hec.ca
11082431;user4872;user4872;Actif;user4872.user4872@hec.ca
11082447;user4873;user4873;Actif;user4873.user4873@hec.ca
11082450;user4874;user4874;Actif;user4874.user4874@hec.ca
11082469;user4875;user4875;Actif;user4875.user4875@hec.ca
11082483;user4876;user4876;Actif;user4876.user4876@hec.ca
11082487;user4877;user4877;Actif;user4877.user4877@hec.ca
11082539;user4878;user4878;Actif;user4878.user4878@hec.ca
11082542;user4879;user4879;Actif;user4879.user4879@hec.ca
11082562;user4880;user4880;Actif;user4880.user4880@hec.ca
11082566;user4881;user4881;Actif;user4881.user4881@hec.ca
11082568;user4882;user4882;Actif;user4882.user4882@hec.ca
11082586;user4883;user4883;Actif;user4883.user4883@hec.ca
11082590;user4884;user4884;Actif;user4884.user4884@hec.ca
11082593;user4885;user4885;Actif;user4885.user4885@hec.ca
11082595;user4886;user4886;Actif;user4886.user4886@hec.ca
11082608;user4887;user4887;Actif;user4887.user4887@hec.ca
11082610;user4888;user4888;Actif;user4888.user4888@hec.ca
11082614;user4889;user4889;Actif;user4889.user4889@hec.ca
11082623;user4890;user4890;Actif;user4890.user4890@hec.ca
11082638;user4891;user4891;Actif;user4891.user4891@hec.ca
11082646;user4892;user4892;Actif;user4892.user4892@hec.ca
11082660;user4893;user4893;Actif;user4893.user4893@hec.ca
11082661;user4894;user4894;Actif;user4894.user4894@hec.ca
11082665;user4895;user4895;Actif;user4895.user4895@hec.ca
11082680;user4896;user4896;Actif;user4896.user4896@hec.ca
11082694;user4897;user4897;Actif;user4897.user4897@hec.ca
11082716;user4898;user4898;Actif;user4898.user4898@hec.ca
11082737;user4899;user4899;Actif;user4899.user4899@hec.ca
11082740;user4900;user4900;Actif;user4900.user4900@hec.ca
11082753;user4901;user4901;Actif;user4901.user4901@hec.ca
11082770;user4902;user4902;Actif;user4902.user4902@hec.ca
11082774;user4903;user4903;Actif;user4903.user4903@hec.ca
11082783;user4904;user4904;Actif;user4904.user4904@hec.ca
11082790;user4905;user4905;Actif;user4905.user4905@hec.ca
11082799;user4906;user4906;Actif;user4906.user4906@hec.ca
11082825;user4907;user4907;Actif;user4907.user4907@hec.ca
11082828;user4908;user4908;Actif;user4908.user4908@hec.ca
11082835;user4909;user4909;Actif;user4909.user4909@hec.ca
11082851;user4910;user4910;Actif;user4910.user4910@hec.ca
11082854;user4911;user4911;Actif;user4911.user4911@hec.ca
11082893;user4912;user4912;Actif;user4912.user4912@hec.ca
11082894;user4913;user4913;Actif;user4913.user4913@hec.ca
11082910;user4914;user4914;Actif;user4914.user4914@hec.ca
11082913;user4915;user4915;Actif;user4915.user4915@hec.ca
11082921;user4916;user4916;Actif;user4916.user4916@hec.ca
11082922;user4917;user4917;Actif;user4917.user4917@hec.ca
11082927;user4918;user4918;Actif;user4918.user4918@hec.ca
11082929;user4919;user4919;Actif;user4919.user4919@hec.ca
11082935;user4920;user4920;Actif;user4920.user4920@hec.ca
11082940;user4921;user4921;Actif;user4921.user4921@hec.ca
11082942;user4922;user4922;Actif;user4922.user4922@hec.ca
11082951;user4923;user4923;Actif;user4923.user4923@hec.ca
11082968;user4924;user4924;Actif;user4924.user4924@hec.ca
11082970;user4925;user4925;Actif;user4925.user4925@hec.ca
11082974;user4926;user4926;Actif;user4926.user4926@hec.ca
11082986;user4927;user4927;Actif;user4927.user4927@hec.ca
11082991;user4928;user4928;Actif;user4928.user4928@hec.ca
11082994;user4929;user4929;Actif;user4929.user4929@hec.ca
11083001;user4930;user4930;Actif;user4930.user4930@hec.ca
11083002;user4931;user4931;Actif;user4931.user4931@hec.ca
11083006;user4932;user4932;Actif;user4932.user4932@hec.ca
11083008;user4933;user4933;Actif;user4933.user4933@hec.ca
11083009;user4934;user4934;Actif;user4934.user4934@hec.ca
11083010;user4935;user4935;Actif;user4935.user4935@hec.ca
11083016;user4936;user4936;Actif;user4936.user4936@hec.ca
11083017;user4937;user4937;Actif;user4937.user4937@hec.ca
11083020;user4938;user4938;Actif;user4938.user4938@hec.ca
11083023;user4939;user4939;Actif;user4939.user4939@hec.ca
11083030;user4940;user4940;Actif;user4940.user4940@hec.ca
11083031;user4941;user4941;Actif;user4941.user4941@hec.ca
11083032;user4942;user4942;Actif;user4942.user4942@hec.ca
11083033;user4943;user4943;Actif;user4943.user4943@hec.ca
11083035;user4944;user4944;Actif;user4944.user4944@hec.ca
11083037;user4945;user4945;Actif;user4945.user4945@hec.ca
11083039;user4946;user4946;Actif;user4946.user4946@hec.ca
11083040;user4947;user4947;Actif;user4947.user4947@hec.ca
11083041;user4948;user4948;Actif;user4948.user4948@hec.ca
11083043;user4949;user4949;Actif;user4949.user4949@hec.ca
11083059;user4950;user4950;Actif;user4950.user4950@hec.ca
11083074;user4951;user4951;Actif;user4951.user4951@hec.ca
11083075;user4952;user4952;Actif;user4952.user4952@hec.ca
11083078;user4953;user4953;Actif;user4953.user4953@hec.ca
11083079;user4954;user4954;Actif;user4954.user4954@hec.ca
11083091;user4955;user4955;Actif;user4955.user4955@hec.ca
11083096;user4956;user4956;Actif;user4956.user4956@hec.ca
11083107;user4957;user4957;Actif;user4957.user4957@hec.ca
11083118;user4958;user4958;Actif;user4958.user4958@hec.ca
11083120;user4959;user4959;Actif;user4959.user4959@hec.ca
11083128;user4960;user4960;Actif;user4960.user4960@hec.ca
11083143;user4961;user4961;Actif;user4961.user4961@hec.ca
11083157;user4962;user4962;Actif;user4962.user4962@hec.ca
11083165;user4963;user4963;Actif;user4963.user4963@hec.ca
11083166;user4964;user4964;Actif;
11083170;user4965;user4965;Actif;user4965.user4965@hec.ca
11083176;user4966;user4966;Actif;user4966.user4966@hec.ca
11083181;user4967;user4967;Actif;user4967.user4967@hec.ca
11083183;user4968;user4968;Actif;user4968.user4968@hec.ca
11083199;user4969;user4969;Actif;user4969.user4969@hec.ca
11083222;user4970;user4970;Actif;user4970.user4970@hec.ca
11083239;user4971;user4971;Actif;user4971.user4971@hec.ca
11083251;user4972;user4972;Actif;user4972.user4972@hec.ca
11083263;user4973;user4973;Actif;user4973.user4973@hec.ca
11083271;user4974;user4974;Actif;user4974.user4974@hec.ca
11083294;user4975;user4975;Actif;user4975.user4975@hec.ca
11083296;user4976;user4976;Actif;user4976.user4976@hec.ca
11083297;user4977;user4977;Actif;user4977.user4977@hec.ca
11083298;user4978;user4978;Actif;user4978.user4978@hec.ca
11083301;user4979;user4979;Actif;user4979.user4979@hec.ca
11083302;user4980;user4980;Actif;user4980.user4980@hec.ca
11083328;user4981;user4981;Actif;user4981.user4981@hec.ca
11083340;user4982;user4982;Actif;user4982.user4982@hec.ca
11083346;user4983;user4983;Actif;user4983.user4983@hec.ca
11083363;user4984;user4984;Actif;user4984.user4984@hec.ca
11083368;user4985;user4985;Actif;user4985.user4985@hec.ca
11083370;user4986;user4986;Actif;user4986.user4986@hec.ca
11083378;user4987;user4987;Actif;user4987.user4987@hec.ca
11083426;user4988;user4988;Actif;user4988.user4988@hec.ca
11083434;user4989;user4989;Actif;user4989.user4989@hec.ca
11083442;user4990;user4990;Actif;user4990.user4990@hec.ca
11083458;user4991;user4991;Actif;user4991.user4991@hec.ca
11083459;user4992;user4992;Actif;user4992.user4992@hec.ca
11083485;user4993;user4993;Actif;user4993.user4993@hec.ca
11083488;user4994;user4994;Actif;user4994.user4994@hec.ca
11083495;user4995;user4995;Actif;user4995.user4995@hec.ca
11083511;user4996;user4996;Actif;user4996.user4996@hec.ca
11083552;user4997;user4997;Actif;user4997.user4997@hec.ca
11083555;user4998;user4998;Actif;user4998.user4998@hec.ca
11083564;user4999;user4999;Actif;user4999.user4999@hec.ca
11083566;user5000;user5000;Actif;user5000.user5000@hec.ca
11083586;user5001;user5001;Actif;user5001.user5001@hec.ca
11083593;user5002;user5002;Actif;user5002.user5002@hec.ca
11083613;user5003;user5003;Actif;user5003.user5003@hec.ca
11083617;user5004;user5004;Actif;user5004.user5004@hec.ca
11083635;user5005;user5005;Actif;user5005.user5005@hec.ca
11083636;user5006;user5006;Actif;user5006.user5006@hec.ca
11083637;user5007;user5007;Actif;user5007.user5007@hec.ca
11083640;user5008;user5008;Actif;user5008.user5008@hec.ca
11083646;user5009;user5009;Actif;user5009.user5009@hec.ca
11083651;user5010;user5010;Actif;user5010.user5010@hec.ca
11083657;user5011;user5011;Actif;user5011.user5011@hec.ca
11083688;user5012;user5012;Actif;user5012.user5012@hec.ca
11083698;user5013;user5013;Actif;user5013.user5013@hec.ca
11083736;user5014;user5014;Actif;user5014.user5014@hec.ca
11083737;user5015;user5015;Actif;user5015.user5015@hec.ca
11083747;user5016;user5016;Actif;user5016.user5016@hec.ca
11083748;user5017;user5017;Actif;user5017.user5017@hec.ca
11083754;user5018;user5018;Actif;user5018.user5018@hec.ca
11083756;user5019;user5019;Actif;user5019.user5019@hec.ca
11083757;user5020;user5020;Actif;user5020.user5020@hec.ca
11083760;user5021;user5021;Actif;user5021.user5021@hec.ca
11083762;user5022;user5022;Actif;user5022.user5022@hec.ca
11083763;user5023;user5023;Actif;user5023.user5023@hec.ca
11083770;user5024;user5024;Actif;user5024.user5024@hec.ca
11083789;user5025;user5025;Actif;user5025.user5025@hec.ca
11083808;user5026;user5026;Actif;user5026.user5026@hec.ca
11083814;user5027;user5027;Actif;user5027.user5027@hec.ca
11083821;user5028;user5028;Actif;user5028.user5028@hec.ca
11083859;user5029;user5029;Actif;user5029.user5029@hec.ca
11083870;user5030;user5030;Actif;user5030.user5030@hec.ca
11083885;user5031;user5031;Actif;user5031.user5031@hec.ca
11083939;user5032;user5032;Actif;user5032.user5032@hec.ca
11083971;user5033;user5033;Actif;user5033.user5033@hec.ca
11083979;user5034;user5034;Actif;
11083991;user5035;user5035;Actif;user5035.user5035@hec.ca
11084028;user5036;user5036;Actif;user5036.user5036@hec.ca
11084031;user5037;user5037;Actif;user5037.user5037@hec.ca
11084037;user5038;user5038;Actif;user5038.user5038@hec.ca
11084038;user5039;user5039;Actif;user5039.user5039@hec.ca
11084047;user5040;user5040;Actif;user5040.user5040@hec.ca
11084068;user5041;user5041;Actif;
11084069;user5042;user5042;Actif;
11084070;user5043;user5043;Actif;
11084151;user5044;user5044;Actif;user5044.user5044@hec.ca
11084174;user5045;user5045;Actif;user5045.user5045@hec.ca
11084178;user5046;user5046;Actif;user5046.user5046@hec.ca
11084236;user5047;user5047;Actif;user5047.user5047@hec.ca
11084250;user5048;user5048;Actif;user5048.user5048@hec.ca
11084342;user5049;user5049;Actif;user5049.user5049@hec.ca
11084383;user5050;user5050;Actif;user5050.user5050@hec.ca
11084389;user5051;user5051;Actif;user5051.user5051@hec.ca
11084392;user5052;user5052;Actif;user5052.user5052@hec.ca
11084395;user5053;user5053;Actif;user5053.user5053@hec.ca
11084396;user5054;user5054;Actif;user5054.user5054@hec.ca
11084405;user5055;user5055;Actif;user5055.user5055@hec.ca
11084425;user5056;user5056;Actif;user5056.user5056@hec.ca
11084436;user5057;user5057;Actif;user5057.user5057@hec.ca
11084450;user5058;user5058;Actif;user5058.user5058@hec.ca
11084480;user5059;user5059;Actif;user5059.user5059@hec.ca
11084488;user5060;user5060;Actif;user5060.user5060@hec.ca
11084498;user5061;user5061;Actif;user5061.user5061@hec.ca
11084499;user5062;user5062;Actif;user5062.user5062@hec.ca
11084520;user5063;user5063;Actif;user5063.user5063@hec.ca
11084534;user5064;user5064;Actif;user5064.user5064@hec.ca
11084535;user5065;user5065;Actif;user5065.user5065@hec.ca
11084539;user5066;user5066;Actif;user5066.user5066@hec.ca
11084557;user5067;user5067;Actif;user5067.user5067@hec.ca
11084567;user5068;user5068;Actif;user5068.user5068@hec.ca
11084573;user5069;user5069;Actif;user5069.user5069@hec.ca
11084578;user5070;user5070;Actif;user5070.user5070@hec.ca
11084584;user5071;user5071;Actif;user5071.user5071@hec.ca
11084586;user5072;user5072;Actif;user5072.user5072@hec.ca
11084588;user5073;user5073;Actif;user5073.user5073@hec.ca
11084595;user5074;user5074;Actif;user5074.user5074@hec.ca
11084639;user5075;user5075;Actif;user5075.user5075@hec.ca
11084660;user5076;user5076;Actif;user5076.user5076@hec.ca
11084698;user5077;user5077;Actif;user5077.user5077@hec.ca
11084712;user5078;user5078;Actif;user5078.user5078@hec.ca
11084725;user5079;user5079;Actif;user5079.user5079@hec.ca
11084740;user5080;user5080;Actif;
11084757;user5081;user5081;Actif;user5081.user5081@hec.ca
11084777;user5082;user5082;Actif;user5082.user5082@hec.ca
11084801;user5083;user5083;Actif;user5083.user5083@hec.ca
11084849;user5084;user5084;Actif;user5084.user5084@hec.ca
11084882;user5085;user5085;Actif;user5085.user5085@hec.ca
11084904;user5086;user5086;Actif;user5086.user5086@hec.ca
11084915;user5087;user5087;Actif;user5087.user5087@hec.ca
11084923;user5088;user5088;Actif;user5088.user5088@hec.ca
11084929;user5089;user5089;Actif;user5089.user5089@hec.ca
11084939;user5090;user5090;Actif;user5090.user5090@hec.ca
11084951;user5091;user5091;Actif;user5091.user5091@hec.ca
11084952;user5092;user5092;Actif;user5092.user5092@hec.ca
11084958;user5093;user5093;Actif;user5093.user5093@hec.ca
11084960;user5094;user5094;Actif;user5094.user5094@hec.ca
11084962;user5095;user5095;Actif;user5095.user5095@hec.ca
11084965;user5096;user5096;Actif;user5096.user5096@hec.ca
11084970;user5097;user5097;Actif;user5097.user5097@hec.ca
11084985;user5098;user5098;Actif;user5098.user5098@hec.ca
11084997;user5099;user5099;Actif;user5099.user5099@hec.ca
11085001;user5100;user5100;Actif;user5100.user5100@hec.ca
11085080;user5101;user5101;Actif;user5101.user5101@hec.ca
11085090;user5102;user5102;Actif;user5102.user5102@hec.ca
11085097;user5103;user5103;Actif;user5103.user5103@hec.ca
11085110;user5104;user5104;Actif;user5104.user5104@hec.ca
11085112;user5105;user5105;Actif;user5105.user5105@hec.ca
11085113;user5106;user5106;Actif;user5106.user5106@hec.ca
11085204;user5107;user5107;Actif;user5107.user5107@hec.ca
11085206;user5108;user5108;Actif;user5108.user5108@hec.ca
11085209;user5109;user5109;Actif;user5109.user5109@hec.ca
11085219;user5110;user5110;Actif;user5110.user5110@hec.ca
11085221;user5111;user5111;Actif;user5111.user5111@hec.ca
11085222;user5112;user5112;Actif;user5112.user5112@hec.ca
11085225;user5113;user5113;Actif;user5113.user5113@hec.ca
11085244;user5114;user5114;Actif;user5114.user5114@hec.ca
11085246;user5115;user5115;Actif;user5115.user5115@hec.ca
11085274;user5116;user5116;Actif;user5116.user5116@hec.ca
11085282;user5117;user5117;Actif;user5117.user5117@hec.ca
11085288;user5118;user5118;Actif;user5118.user5118@hec.ca
11085293;user5119;user5119;Actif;user5119.user5119@hec.ca
11085296;user5120;user5120;Actif;user5120.user5120@hec.ca
11085305;user5121;user5121;Actif;user5121.user5121@hec.ca
11085307;user5122;user5122;Actif;user5122.user5122@hec.ca
11085324;user5123;user5123;Actif;
11085326;user5124;user5124;Actif;user5124.user5124@hec.ca
11085330;user5125;user5125;Actif;user5125.user5125@hec.ca
11085332;user5126;user5126;Actif;user5126.user5126@hec.ca
11085355;user5127;user5127;Actif;user5127.user5127@hec.ca
11085356;user5128;user5128;Actif;user5128.user5128@hec.ca
11085359;user5129;user5129;Actif;user5129.user5129@hec.ca
11085378;user5130;user5130;Actif;user5130.user5130@hec.ca
11085393;user5131;user5131;Actif;user5131.user5131@hec.ca
11085410;user5132;user5132;Actif;user5132.user5132@hec.ca
11085419;user5133;user5133;Actif;user5133.user5133@hec.ca
11085423;user5134;user5134;Actif;user5134.user5134@hec.ca
11085437;user5135;user5135;Actif;user5135.user5135@hec.ca
11085443;user5136;user5136;Actif;user5136.user5136@hec.ca
11085445;user5137;user5137;Actif;user5137.user5137@hec.ca
11085451;user5138;user5138;Actif;user5138.user5138@hec.ca
11085465;user5139;user5139;Actif;user5139.user5139@hec.ca
11085473;user5140;user5140;Actif;user5140.user5140@hec.ca
11085474;user5141;user5141;Actif;user5141.user5141@hec.ca
11085475;user5142;user5142;Actif;user5142.user5142@hec.ca
11085478;user5143;user5143;Actif;user5143.user5143@hec.ca
11085479;user5144;user5144;Actif;user5144.user5144@hec.ca
11085488;user5145;user5145;Actif;user5145.user5145@hec.ca
11085510;user5146;user5146;Actif;user5146.user5146@hec.ca
11085513;user5147;user5147;Actif;user5147.user5147@hec.ca
11085516;user5148;user5148;Actif;user5148.user5148@hec.ca
11085528;user5149;user5149;Actif;user5149.user5149@hec.ca
11085533;user5150;user5150;Actif;user5150.user5150@hec.ca
11085538;user5151;user5151;Actif;user5151.user5151@hec.ca
11085539;user5152;user5152;Actif;user5152.user5152@hec.ca
11085541;user5153;user5153;Actif;user5153.user5153@hec.ca
11085570;user5154;user5154;Actif;user5154.user5154@hec.ca
11085586;user5155;user5155;Actif;user5155.user5155@hec.ca
11085588;user5156;user5156;Actif;user5156.user5156@hec.ca
11085609;user5157;user5157;Actif;user5157.user5157@hec.ca
11085627;user5158;user5158;Actif;user5158.user5158@hec.ca
11085628;user5159;user5159;Actif;user5159.user5159@hec.ca
11085629;user5160;user5160;Actif;user5160.user5160@hec.ca
11085632;user5161;user5161;Actif;user5161.user5161@hec.ca
11085633;user5162;user5162;Actif;user5162.user5162@hec.ca
11085634;user5163;user5163;Actif;user5163.user5163@hec.ca
11085637;user5164;user5164;Actif;user5164.user5164@hec.ca
11085638;user5165;user5165;Actif;user5165.user5165@hec.ca
11085639;user5166;user5166;Actif;user5166.user5166@hec.ca
11085653;user5167;user5167;Actif;user5167.user5167@hec.ca
11085658;user5168;user5168;Actif;user5168.user5168@hec.ca
11085661;user5169;user5169;Actif;user5169.user5169@hec.ca
11085662;user5170;user5170;Actif;user5170.user5170@hec.ca
11085663;user5171;user5171;Actif;user5171.user5171@hec.ca
11085674;user5172;user5172;Actif;user5172.user5172@hec.ca
11085675;user5173;user5173;Actif;user5173.user5173@hec.ca
11085676;user5174;user5174;Actif;user5174.user5174@hec.ca
11085703;user5175;user5175;Actif;user5175.user5175@hec.ca
11085730;user5176;user5176;Actif;user5176.user5176@hec.ca
11085733;user5177;user5177;Actif;user5177.user5177@hec.ca
11085739;user5178;user5178;Actif;user5178.user5178@hec.ca
11085740;user5179;user5179;Actif;user5179.user5179@hec.ca
11085755;user5180;user5180;Actif;user5180.user5180@hec.ca
11085767;user5181;user5181;Actif;user5181.user5181@hec.ca
11085773;user5182;user5182;Actif;user5182.user5182@hec.ca
11085775;user5183;user5183;Actif;user5183.user5183@hec.ca
11085783;user5184;user5184;Actif;user5184.user5184@hec.ca
11085788;user5185;user5185;Actif;user5185.user5185@hec.ca
11085793;user5186;user5186;Actif;user5186.user5186@hec.ca
11085794;user5187;user5187;Actif;user5187.user5187@hec.ca
11085796;user5188;user5188;Actif;user5188.user5188@hec.ca
11085802;user5189;user5189;Actif;user5189.user5189@hec.ca
11085803;user5190;user5190;Actif;user5190.user5190@hec.ca
11085805;user5191;user5191;Actif;user5191.user5191@hec.ca
11085812;user5192;user5192;Actif;user5192.user5192@hec.ca
11085815;user5193;user5193;Actif;user5193.user5193@hec.ca
11085828;user5194;user5194;Actif;user5194.user5194@hec.ca
11085829;user5195;user5195;Actif;user5195.user5195@hec.ca
11085832;user5196;user5196;Actif;user5196.user5196@hec.ca
11085835;user5197;user5197;Actif;user5197.user5197@hec.ca
11085841;user5198;user5198;Actif;user5198.user5198@hec.ca
11085843;user5199;user5199;Actif;user5199.user5199@hec.ca
11085855;user5200;user5200;Actif;user5200.user5200@hec.ca
11085858;user5201;user5201;Actif;user5201.user5201@hec.ca
11085869;user5202;user5202;Actif;user5202.user5202@hec.ca
11085881;user5203;user5203;Actif;user5203.user5203@hec.ca
11085898;user5204;user5204;Actif;user5204.user5204@hec.ca
11085899;user5205;user5205;Actif;user5205.user5205@hec.ca
11085917;user5206;user5206;Actif;user5206.user5206@hec.ca
11085926;user5207;user5207;Actif;user5207.user5207@hec.ca
11085928;user5208;user5208;Actif;user5208.user5208@hec.ca
11085935;user5209;user5209;Actif;user5209.user5209@hec.ca
11085936;user5210;user5210;Actif;user5210.user5210@hec.ca
11085943;user5211;user5211;Actif;user5211.user5211@hec.ca
11085947;user5212;user5212;Actif;user5212.user5212@hec.ca
11085950;user5213;user5213;Actif;user5213.user5213@hec.ca
11085960;user5214;user5214;Actif;user5214.user5214@hec.ca
11085965;user5215;user5215;Actif;user5215.user5215@hec.ca
11085977;user5216;user5216;Actif;user5216.user5216@hec.ca
11085978;user5217;user5217;Actif;user5217.user5217@hec.ca
11085979;user5218;user5218;Actif;user5218.user5218@hec.ca
11085984;user5219;user5219;Actif;user5219.user5219@hec.ca
11085985;user5220;user5220;Actif;user5220.user5220@hec.ca
11085990;user5221;user5221;Actif;user5221.user5221@hec.ca
11085993;user5222;user5222;Actif;user5222.user5222@hec.ca
11085997;user5223;user5223;Actif;user5223.user5223@hec.ca
11085999;user5224;user5224;Actif;user5224.user5224@hec.ca
11086000;user5225;user5225;Actif;user5225.user5225@hec.ca
11086010;user5226;user5226;Actif;user5226.user5226@hec.ca
11086011;user5227;user5227;Actif;user5227.user5227@hec.ca
11086016;user5228;user5228;Actif;user5228.user5228@hec.ca
11086034;user5229;user5229;Actif;user5229.user5229@hec.ca
11086066;user5230;user5230;Actif;user5230.user5230@hec.ca
11086069;user5231;user5231;Actif;user5231.user5231@hec.ca
11086070;user5232;user5232;Actif;user5232.user5232@hec.ca
11086072;user5233;user5233;Actif;user5233.user5233@hec.ca
